trim_bmt_bp_id,bmt_bp_id,bmt_vers,bmt_catg_cd,bmt_shrt_nm,bmt_bp_adnl_nm,bmt_cmpy_id,bmt_cntry_cd,bmt_place_desc,bmt_dflt_addr_srl,bmt_hldng_lmt,bmt_multpn_fctr,bmt_alrt_prcnt,bmt_crtn_authid,bmt_upd_authid,bmt_crtn_date,bmt_upd_date,bmt_crtn_tmstmp,bmt_upd_tmstmp,bmt_bp_prev_nm,bmt_cmpy_cin,bmt_cmpy_inc_date,bmt_sebi_reg_num,bmt_dp_id,bmt_pan,bmt_off_addr_1,bmt_off_addr_2,bmt_off_addr_3,bmt_off_city,bmt_off_state,bmt_off_country,bmt_off_pin_code,bmt_off_tel,bmt_off_fax_num,bmt_cor_addr_1,bmt_cor_addr_2,bmt_cor_addr_3,bmt_cor_city,bmt_cor_state,bmt_cor_country,bmt_cor_pin_code,bmt_cor_tel,bmt_cor_fax_num,bmt_cmp_offr_nm,bmt_cmp_offr_dsgn,bmt_cmp_offr_email,bmt_cmp_offr_tel,bmt_cmp_offr_fax,bmt_cmp_offr_mob,bmt_admn_nm,bmt_admn_dsgn,bmt_admn_email,bmt_admn_tel,bmt_admn_fax,bmt_admn_mob,bmt_cert_auth_nm,bmt_cert_num,bmt_cor_state_other,bmt_off_state_other,bmt_same_mkr_chkr_flag,bmt_bp_active,bmt_sebi_cert_exp_dt,bmt_billing_email_id,bmt_tan,bmt_gstn,bmt_sebi_cert_rgstrn_dt,rn,rfm_rta_id,rfm_fundcode,rfm_bp_id,rfm_fundname,rfm_funddesc,create tmstmp,Modify tmstmp,modify user,create user,rn-2
P9010,P9010   ,0,1,R WADIWALA COMMODITIES PVT. LTD.,R WADIWALA COMMODITIES PVT. LTD.,,1,,0,,,,SHEELAG ,SHEELAG ,2015-04-06,2015-04-06,2015-04-06 16:09:22,2015-04-06 16:09:22,,,2007-03-07,MCX/TM/CORP/1972,        ,AADCR5410K,"9/2003-4, VISHNU,","LIMDA CHOWK,","MAIN ROAD,","SURAT,",11,85,395003,0261-667350,0261-6673537,"9/2003-4, VISHNU,","LIMDA CHOWK,","MAIN ROAD,","SURAT,",11,85,395003,0261-667350,0261-6673537,MR. NEERAV. Y. VYAS,COMPLIANCE OFFIC,dummy_mail@dummy.com,0261-6673532,0261-6673537,0,MR. PRANAV MALI,ACCOUNT OPENING ,dummy_mail@dummy.com,0261-667353,0261-6673537,0,,,,,,,,,,,,1,,,,,,,,,,
P9021,P9021   ,0,1,LATIN MANHARLAL COMMODITIES PVT. LTD.,LATIN MANHARLAL COMMODITIES PVT. LTD.,,1,,0,,,,SHEELAG ,SHEELAG ,2015-04-06,2015-04-06,2015-04-06 16:32:29,2015-04-06 16:32:29,,U67120MH1995PTC085236,1995-02-03,MCX/TCM/CORP/0197,        ,AABCV9324Q,"124, 5TH FLOOR, VIRAJ BUILDING,","S.V. ROAD,",KHAR (WEST),MUMBAI,19,85,400052,022-40824082,022-26496783,"124, 5TH FLOOR, VIRAJ BUILDING,","S.V. ROAD,",KHAR (WEST),MUMBAI,19,85,400052,022-40824082,022-26496783,MR. VIRENDRA. S. PEDNEKAR,COMPLIANCE OFFIC,dummy_mail@dummy.com,022-40350106,022-26496783,0,MR. PALANI. A. SONAR,DIRECTOR,dummy_mail@dummy.com,022-40824082,,0,,,,,,,,,,,,1,,,,,,,,,,
P9032,P9032   ,0,1,KRIPA COMMODITIES PVT. LTD.,KRIPA COMMODITIES PVT. LTD.,,1,,0,,,,SHEELAG ,SHEELAG ,2015-04-06,2015-04-06,2015-04-06 16:47:30,2015-04-06 16:47:30,,U51909WB1995PTC067426,1995-01-13,MCX/TCM/CORP/0457,        ,AAECS0402K,"5 CLIVE ROW,","2ND FLOOR,","ROOM NO 44,",KOLKATA,32,85,700001,033-22313104,033-22313100,"5 CLIVE ROW,","2ND FLOOR,","ROOM NO 44,",KOLKATA,32,85,700001,033-22313104,033-22313100,MR. AJAY SUREKA,DIRECTOR,dummy_mail@dummy.com,033-22313104,,0,MR. JAYATI DASGUPTADAS,MANAGER,dummy_mail@dummy.com,033-22313104,033-22313100,0,,,,,,,,,,,,1,,,,,,,,,,
P9043,P9043   ,0,1,SIHL COMMODITIES LTD.,SIHL COMMODITIES LTD.,,1,,0,,,,SHEELAG ,SHEELAG ,2015-04-07,2015-04-07,2015-04-07 10:12:35,2015-04-07 10:12:35,,25825,1995-05-10,MCX/TCM/CORP/0308,        ,AABCT4061G,"SIHL HOUSE,","OPP. AMBAWADI JAIN TEMPLE,","NEHRUNAGAR CROSS ROADS,",AHMEDABAD,11,85,380015,079-30025325,079-30028028,"SIHL HOUSE,","OPP. AMBAWADI JAIN TEMPLE,","NEHRUNAGAR CROSS ROADS,",AHMEDABAD,11,85,380015,079-30025325,079-30028028,MR. RAJESH RAMCHANDRA PUNJABI,DIRECTOR,dummy_mail@dummy.com,079-30025325,,0,MR. VIRAL. B. SHAH,DEMAT OFFICER,dummy_mail@dummy.com,079-30025325,,0,,,,,,,,,,,,1,,,,,,,,,,
P9054,P9054   ,0,1,SHAREKHAN COMMODITIES PVT. LTD.,SHAREKHAN COMMODITIES PVT. LTD.,,1,,0,,,,SHEELAG ,SHEELAG ,2015-04-09,2015-04-09,2015-04-09 10:46:57,2015-04-09 10:46:57,,U67120MH2000PTC127261,2000-06-20,MCX/TCM/CORP/0425,        ,AAFCS6396F,"10TH FLOOR, BETA BUILDING,","I THINK LODHA TECHNO CAMPUS,",KANJURMARG (EAST),MUMBAI,19,85,400042,022-61169609,,"PLOT NO.1012, DEVIDAYAL COMPOUND,","NXT TO CROMPTON & GREAVES,",KANJUR MARG (EAST),MUMBAI,19,85,400042,022-61169609,,MS. NAMITA AMOD GODBOLE,AVP- COMPLIANCE,dummy_mail@dummy.com,022-61169609,,0,MR. AMIT AROAA,SR. VICE PRESIDE,dummy_mail@dummy.com,022-61169609,,0,,,,,,,,,,,,1,,,,,,,,,,
P9065,P9065   ,0,1,O.J. COMMODITIES BROKERS PVT. LTD.,O.J. COMMODITIES BROKERS PVT. LTD.,,1,,0,,,,SHEELAG ,SHEELAG ,2015-04-09,2015-04-09,2015-04-09 11:03:32,2015-04-09 11:03:32,,U51909DL2003PTC122133,2003-09-05,MCX/TCM/CORP/0168,        ,AAACO6784G,"FLATE NO 115, IJS PALACE,","320 DELHI GATE BAZAR,","ASAF ALI ROAD,",NEW DELHI,9,85,110002,011-49670011,011-23288332,"FLATE NO 115, IJS PALACE,","320 DELHI GATE BAZAR,","ASAF ALI ROAD,",NEW DELHI,9,85,110002,011-49670010,011-23288332,MR. ABDHESH SHARMA,COMPLIANCE OFFIC,dummy_mail@dummy.com,011-49670053,011-23288332,0,MR. ARUN GUPTA,DIRECTOR,dummy_mail@dummy.com,011-49670010,011-23288332,0,,,,,,,,,,,,1,,,,,,,,,,
P9076,P9076   ,0,1,MICROSEC COMMERZE LIMITED.,MICROSEC COMMERZE LIMITED.,,1,,0,,,,SHEELAG ,SHEELAG ,2015-04-09,2015-04-09,2015-04-09 12:54:44,2015-04-09 12:54:44,,U74140WB1994PLC066386,1994-12-07,MCX/TCM/CORP/0687,        ,AACCM2612B,"SHIVAM CHAMBERS,","1ST FLOOR,","53, SYED AMIR ALI AVENUE,",KOLKATA,32,85,700019,033-30512100,033-30512020,"SHIVAM CHAMBERS,","1ST FLOOR,","53, SYED AMIR ALI AVENUE,",KOLKATA,32,85,700019,033-30512100,033-30512020,MR. AMRIT DAGA,ASSISTANT VICE P,dummy_mail@dummy.com,033-30512125,033-30512020,0,MR. MANISH KUMAR AGARWAL,PRESIDENT,dummy_mail@dummy.com,033-30512123,033-30512020,0,,,,,,,,,,,,1,,,,,,,,,,
P9087,P9087   ,0,1,SANGAM COMMODITIES PVT. LTD.,SANGAM COMMODITIES PVT. LTD.,,1,,0,,,,SHEELAG ,SHEELAG ,2015-04-09,2015-04-09,2015-04-09 14:23:45,2015-04-09 14:23:45,,U51900WB2001PTC092962,2001-03-02,MCX/TCM/CORP/1388,        ,AAJCS4742B,"MARTIN BURN HOUSE,","RM, MUKHERJEE ROAD, 5TH FLOOR,","ROOM NO. 15,",KOLKATA,32,85,700001,033-22105644,033-22105644,"DSM - 423-424,","DLF TOWER,","SHIVAJI MARG,",NEW DELHI,9,85,110015,011-48478812,,MR. BIJAY KUMAR PODDAR,COMPLIANCE OFFIC,dummy_mail@dummy.com,033-22105644,033-22105644,0,MS. JYOTI GAUTAM,MANAGER COMPLIAN,dummy_mail@dummy.com,011-4847812,,0,,,,,,,,,,,,1,,,,,,,,,,
P9098,P9098   ,0,1,SVS COMMODITY BROKERS PVT. LTD.,SVS COMMODITY BROKERS PVT. LTD.,,1,,0,,,,SHEELAG ,SHEELAG ,2015-04-09,2015-04-09,2015-04-09 14:40:13,2015-04-09 14:40:13,,U51100MH2003PTC143398,2003-12-05,MCX/TCM/CORP/0395,        ,AAICS1321H,"32-33-34-35 AB, KHATAU BUILDING,","ALKESH DINESH MODI MARG,","FORT,",MUMBAI,19,85,400001,022-40462134,022-22662384,"32-33-34-35 AB, KHATAU BUILDING,","ALKESH DINESH MODI MARG,","FORT,",MUMBAI,19,85,400001,022-40462134,022-22662384,MR. DEEPAK. B .TRIVEDI,COMPLIANCE OFFIC,dummy_mail@dummy.com,022-40462105,022-22662384,0,MR. DEEPAK. B .TRIVEDI,COMPLIANCE OFFIC,dummy_mail@dummy.com,022-40462105,022-22662384,0,,,,,,,,,,,,1,,,,,,,,,,
P9101,P9101   ,0,1,SKP COMMODITIES LIMITED,SKP COMMODITIES LIMITED,,1,,0,,,,SHEELAG ,SHEELAG ,2015-04-09,2015-04-09,2015-04-09 14:58:56,2015-04-09 14:58:56,,103671,2005-06-10,MCX/TCM/CORP/1157,        ,AAJCS2521E,"CHATTERJEE INTERNATIONAL CENTER,","LEVEL 21,"," 33A JAWAHARLAL NEHRU ROAD,",KOLKATA,32,85,700071,033-40077000,033-40077007,"CHATTERJEE INTERNATIONAL CENTER,","LEVEL 21,"," 33A JAWAHARLAL NEHRU ROAD,",KOLKATA,32,85,700071,033-40077000,033-40077007,MR. ANIL SHUKLA,COMPLIANCE OFFIC,dummy_mail@dummy.com,033-40077011,033-40077007,0,MR. GAURAV AGARWAL,ALTERNATE COMPLI,dummy_mail@dummy.com,033-40077032,033-40077007,0,,,,,,,,,,,,1,,,,,,,,,,
P9112,P9112   ,0,1,ALPHA COMMODITY PVT. LTD.,ALPHA COMMODITY PVT. LTD.,,1,,0,,,,SHEELAG ,PRDKRA  ,2015-04-09,2015-04-09,2015-04-09 15:14:58,2015-07-09 14:43:45,,U51909MH2003PTC142823,2003-10-22,MCX/TCM/CORP/0284,        ,AADCM6826A,"1/2A EMBASSY CENTRE,",NARIMAN POINT,,MUMBAI,19,85,400021,022-40024785,,"1303/1304 RAHEJA CENTRE,","NARIMAN POINT,",,MUMBAI,19,85,400021,022-66351234,,MR. S.S. GULATI,DIRECTOR,dummy_mail@dummy.com,022-40024711,,0,MR. YUVRAJ JADHAV,EXECUTIVE,dummy_mail@dummy.com,022-49262182,,0,,,,,Y,,,,,,,1,,,,,,,,,,
P9123,P9123   ,0,1,SSJ COMMODITIES PVT. LTD.,SSJ COMMODITIES PVT. LTD.,,1,,0,,,,SHEELAG ,SHEELAG ,2015-04-10,2015-04-10,2015-04-10 15:28:05,2015-04-10 15:28:05,,U51909MH2003PTC140481,2003-05-20,MCX/TCM/CORP/0394,        ,AAHCS5863M,"1ST FLOOR, SURYA MAHAL,","5, BURJORJI BHARUCHA MARG,","FORT,",MUMBAI,19,85,400001,022-43008800,022-43008899,"1ST FLOOR, MERCHANT CHAMBER,","OPP. PATKAR HALL,","41 NEW MARINE LINES,",MUMBAI,19,85,400020,022-43008800,022-43008899,MR. RANJEET RAJARAM MORE,COMPLIANCE OFFIC,dummy_mail@dummy.com,022-43008807,022-43008899,0,MR. RANJEET RAJARAM MORE,COMPLIANCE OFFIC,dummy_mail@dummy.com,022-43008807,022-43008899,0,,,,,,,,,,,,1,,,,,,,,,,
P9134,P9134   ,0,1,SUNIDHI COMMODITIES PVT. LTD.,SUNIDHI COMMODITIES PVT. LTD.,,1,,0,,,,SHEELAG ,SHEELAG ,2015-04-13,2015-04-13,2015-04-13 10:15:28,2015-04-13 10:15:28,,884014,2003-12-05,MCX/TCM/CORP/0657,        ,AAHCS8272N,"MAKER CHAMBER IV,","14 FLOOR,",NARIMAN POINT,MUMBAI,19,85,400021,022-66369669,022-66355673,"MAKER CHAMBER IV,","14 FLOOR,",NARIMAN POINT,MUMBAI,19,85,400021,022-66369669,022-66355673,MR. MAHESH DESAI,COMLIANCE OFFICE,dummy_mail@dummy.com,022-66369669,022-66355673,0,MR. MAHESH S DESAI,COMPLIANCE OFFIC,dummy_mail@dummy.com,022-66369669,022-66355673,0,,,,,,,,,,,,1,,,,,,,,,,
P9145,P9145   ,0,1,NNM SECURITIES PVT. LTD.,NNM SECURITIES PVT. LTD.,,1,,0,,,,SHEELAG ,SHEELAG ,2015-04-13,2015-04-13,2015-04-13 10:29:33,2015-04-13 10:29:33,,U67120MH1997PTC111496,1997-10-23,INB011044634,        ,AAACN8070G,"B -6/B -17,2ND FLOOR,","SIDDHIVINAYAK PLAZA,B -31 OSHIWARA, ","OFF LINK ROAD, ANDHERI WEST",MUMBAI,19,85,400053,022-40790029,022-40790033,"B -6/B -17,2ND FLOOR,","SIDDHIVINAYAK PLAZA,B -31 OSHIWARA, ","OFF LINK ROAD, ANDHERI WEST",MUMBAI,19,85,400053,022-40790029,022-40790033,MS. RACHANA CHITALYA,COMLIANCE OFFICE,dummy_mail@dummy.com,022-40790032,022-40790033,0,MS. RACHANA CHITALYA,COMLIANCE OFFICE,dummy_mail@dummy.com,022-40790032,022-40790033,0,,,,,,,,,,,,1,,,,,,,,,,
P9156,P9156   ,1,1,ASTHA COMMODITIES,ASTHA COMMODITIES,,1,,0,,,,SHEELAG ,SHEELAG ,2015-04-15,2015-04-15,2015-04-15 12:53:00,2015-04-15 12:53:00,,,,MCX/TCM/PROP/1599,        ,AADHJ2891K,"F -01, USHA PREET,","138/42 MALVIYA NAGAR,",,BHOPAL,18,85,462003,0755-4220794,0755-4220795,"F -01, USHA PREET,","138/42 MALVIYA NAGAR,",,BHOPAL,18,85,462003,0755-4220794,0755-4220795,MR. SATISH CHANDRA GUPTA,KARTA,dummy_mail@dummy.com,0755-4220794,0755-4220795,0,MR. PRAVEEN JAIN,KYC MANAGER,dummy_mail@dummy.com,0755-4220793,0755-4220795,0,,,,,,,,,,,,1,,,,,,,,,,
P9167,P9167   ,0,1,L.D.K. COMMODITIES PVT. LTD.,L.D.K. COMMODITIES PVT. LTD.,,1,,0,,,,SHEELAG ,SHEELAG ,2015-04-15,2015-04-15,2015-04-15 14:40:36,2015-04-15 14:40:36,,,2003-09-29,MCX/TCM/CORP/0034,        ,AAACL9637K,"48/6, B -3,","PUNEET VRINDAVAN,","SANJAY PLACE,",AGRA,31,85,282002,0562-2525906,0562-2525907,"48/6, B -3,","PUNEET VRINDAVAN,","SANJAY PLACE,",AGRA,31,85,282002,0562-2525906,0562-2525907,MR. PRAMOD KUMAR,COMPLIANCE OFFIC,dummy_mail@dummy.com,0562-2525908,,0,MR. JITENDRA KUMAR KESHWANI,DIRECTOR,dummy_mail@dummy.com,0562-2525908,,0,15,,,,,,,,,,,1,,,,,,,,,,
P9178,P9178   ,0,1,INDOVISION COMMODITIES LTD.,INDOVISION COMMODITIES LTD.,,1,,0,,,,SHEELAG ,SHEELAG ,2015-04-15,2015-04-15,2015-04-15 14:57:16,2015-04-15 14:57:16,,U51109WB1996PLC078480,1996-03-26,MCX/TCM/CORP/1472,        ,AABCM8943Q,"MANGALAM BLOCK- B,","SUITE NO. 1A,","24 & 26 HEMANTA BASU SARANI,",KOLKATA,32,85,700001,033-40260000,033-22315613,"MANGALAM BLOCK- B,","SUITE NO. 1A,","24 & 26 HEMANTA BASU SARANI,",KOLKATA,32,85,700001,033-40260000,033-22315613,MR. SUMIT SHARMA,COMPLIANCE OFFIC,dummy_mail@dummy.com,033-40260118,033-22315613,0,MR. SUMIT SHARMA,COMPLIANCE OFFIC,dummy_mail@dummy.com,033-40260000,033-22315613,0,15,,,,,,,,,,,1,,,,,,,,,,
P9189,P9189   ,0,1,GUINESS COMMODITIES PVT. LTD.,GUINESS COMMODITIES PVT. LTD.,,1,,0,,,,SHEELAG ,SHEELAG ,2015-04-15,2015-04-15,2015-04-15 16:51:12,2015-04-15 16:51:12,,57095,1992-11-26,MCX/TCM/CORP/0152,        ,AAACG9869L,"10, CANNING STREET,","3RD FLOOR,",,KOLKATA,32,85,700001,033-30266666,033-24646969,"GUINESS HOUSE,","18, DESHAPRIYA PARK ROAD,",,KOLKATA,32,85,700001,033-30015555,033-24646969,MR. KULDEEP MOHANTY,COMLIANCE OFFICE,dummy_mail@dummy.com,033-30015555,033-24646969,0,MR. ABHAYA KUMAR BARICK,BACK OFFICE EXEC,dummy_mail@dummy.com,033-30015555,033-24646969,0,,,,,,,,,,,,1,,,,,,,,,,
P9190,P9190   ,0,1,GEE KAY TRADECOM LTD.,GEE KAY TRADECOM LTD.,,1,,0,,,,SHEELAG ,SHEELAG ,2015-04-15,2015-04-15,2015-04-15 17:03:59,2015-04-15 17:03:59,,U67120DL2000PLC219268,2000-01-04,MCX/TCM/CORP/0299,        ,AABCG7648E,"CHAMBER -3, K -157,","SARITA VIHAR,",,NEW DELHI,9,85,110076,91-9358454169,,"20/4, 1ST FLOOR,","MARUTI TOWER,","SANJAY PLACE,",AGRA,31,85,282002,0562-3243901,0562-2851230,MR. RITESH GUPTA,COMPLIANCE OFFIC,dummy_mail@dummy.com,91-8755501234,0562-2851230,0,MR. RITESH GUPTA,COMPLIANCE OFFIC,dummy_mail@dummy.com,91-8755501234,0562-2851230,0,,,,,,,,,,,,1,,,,,,,,,,
P9203,P9203   ,0,1,ANAND RATHI COMMODITIES LTD.,ANAND RATHI COMMODITIES LTD.,,1,,0,,,,SHEELAG ,SHEELAG ,2015-04-15,2015-04-15,2015-04-15 17:34:23,2015-04-15 17:34:23,,U67120MH1991PLC064107,1991-11-22,MCX/TCM/CORP/0525,        ,AAACP6209K,"4TH FLOOR, SILVER METROPOLIS,","JAICOACH COMPOUND,","OPPOSITE BIMBISAR NAGAR,GOREGAON (E)",MUMBAI,19,85,400063,022-40013700,022-40013770,"4TH FLOOR, SILVER METROPOLIS,","JAICOACH COMPOUND,","OPPOSITE BIMBISAR NAGAR,GOREGAON (E)",MUMBAI,19,85,400063,022-40013700,022-40013770,MR DEEPAK KEDIA,VICE PRESIDENT,dummy_mail@dummy.com,022-40013700,022-40013770,0,MR. NARAYAN KOKANE,DEPUTY MANAGER- ,dummy_mail@dummy.com,022-40013606,022-40013770,0,,,,,,,,,,,,1,,,,,,,,,,
P9214,P9214   ,0,1,KSBL COMMODITY BROKERS PVT. LTD.,KSBL COMMODITY BROKERS PVT. LTD.,,1,,0,,,,SHEELAG ,SHEELAG ,2015-04-15,2015-04-15,2015-04-15 17:45:37,2015-04-15 17:45:37,,U67190DL2009PTC196006,2009-11-16,MCX/TCM/COPR/1784,        ,AADCK7965J,"G-55, 3RD FLOOR, ROYAL PALACE,","VIKAS MARG,","LAXMI NAGAR,",DELHI,9,85,110092,011-22040404,011-22420195,"G-55, 3RD FLOOR, ROYAL PALACE,","VIKAS MARG,","LAXMI NAGAR,",DELHI,9,85,110092,011-22040404,011-22420195,MR. ANUJ JAIN,COMPLIANCE OFFIC,dummy_mail@dummy.com,011-22040404,011-22420195,0,MR. ANUJ JAIN,COMPLIANCE OFFIC,dummy_mail@dummy.com,011-22040404,011-22420195,0,,,,,,,,,,,,1,,,,,,,,,,
P9225,P9225   ,0,1,MANSUKH COMMODITY FUTURES PVT. LTD.,MANSUKH COMMODITY FUTURES PVT. LTD.,,1,,0,,,,SHEELAG ,SHEELAG ,2015-04-15,2015-04-15,2015-04-15 18:01:06,2015-04-15 18:01:06,,41834,1995-08-07,MCX/TCM/CORP/0740,        ,AAACW1083G,"B- 4126,","GREEN FIELD COLONY,",,FARIDABAD,12,85,121007,0124-30211800,,"MANSUKH HOUSE, PLOT NO.6","OPP MOTHER DAIRY,","PANDAV NAGAR,",DELHI,9,85,110092,011-47617800,,MR. NANDITA DHAR,COMPLIANCE OFFIC,dummy_mail@dummy.com,011-47617826,,0,MR. SANDEEP KUMAR,MANAGER,dummy_mail@dummy.com,011-30211830,,0,,,,,,,,,,,,1,,,,,,,,,,
P9236,P9236   ,0,1,GOLDMINE COMMODITIES PVT. LTD.,GOLDMINE COMMODITIES PVT. LTD.,,1,,0,,,,SHEELAG ,SHEELAG ,2015-04-16,2015-04-16,2015-04-16 16:36:47,2015-04-16 16:36:47,,U51909GJ2003PTC043409,2003-12-29,MCX/TCM/CORP/0419,        ,AACCG1295L,"GOLDMINE HOUSE,","4, NIRANJAN NIRAKAR SOCIETY,","NEAR SHREYAS RAILWAY CROSSING,",AHMEDABAD,11,85,380007,079-30088225,079-26607298,"GOLDMINE HOUSE,","4, NIRANJAN NIRAKAR SOCIETY,","NEAR SHREYAS RAILWAY CROSSING,",AHMEDABAD,11,85,380007,079-30088225,079-26607298,MR. SAMIR GANDHI,COMPLIANCE OFFIC,dummy_mail@dummy.com,079-30088213,079-26607298,0,MR. SAMIR GANDHI,COMPLIANCE OFFIC,dummy_mail@dummy.com,079-30088213,079-26607298,0,,,,,,,,,,,,1,,,,,,,,,,
P9247,P9247   ,1,1,SURYA FINCAP LTD.,SURYA FINCAP LTD.,,1,,0,,,,NAZMEENS,NAZMEENS,2015-05-20,2015-05-20,2015-05-20 14:57:28,2015-05-20 14:57:28,,22313,1985-10-22,FMC/TCM/CORP/0433,        ,AAACS0410P,"59, TRANSPORT CENTRE,","NEAR NEW SABZI MANDI,","AZADPUR,",DELHI,9,85,110033,011-47030000,011-23845104,"99-D, KAMLE NAGAR",,,DELHI,9,85,110007,011-47030001,011-23845104,MR. SANGEETA SULTANIA,DIRECTOR CUM COM,dummy_mail@dummy.com,011-47030016,011-23845104,0,MR.PRAMOD KUMAR SULTANIA,DIRECTOR,dummy_mail@dummy.com,011-47030015,011-23845104,0,,,,,,,,,,,,1,,,,,,,,,,
P9258,P9258   ,0,1,FICUS COMMODITIES PVT. LTD,FICUS COMMODITIES PVT. LTD,,1,,0,,,,SHEELAG ,SHEELAG ,2015-04-21,2015-04-21,2015-04-21 11:44:50,2015-04-21 11:44:50,,U65993DL1996PTC082837,1996-10-23,MCX/TM/CORP/1731,        ,AABCV4377P,"B -89,GROUND FLOOR,","MALVIYA NAGAR,",,DELHI,9,85,110017,011-47749319,011-41519641,"802, INDRAPRAKASH BUILDING,","21, BARAKHAMBA ROAD,","CANNAUGHT PLACE,",DELHI,9,85,110001,011-47749300,022-41519641,MR. TRIPTA KAPOOR,COMPLIANCE OFFIC,dummy_mail@dummy.com,011-47749327,011-41519641,0,MR. TRIPTA KAPOOR,COMPLIANCE OFFIC,dummy_mail@dummy.com,011-47749319,011-41519641,0,,,,,,,,,,,,1,,,,,,,,,,
P9269,P9269   ,0,1,KK COMTRADE PVT. LTD.,KK COMTRADE PVT. LTD.,,1,,0,,,,SHEELAG ,SHEELAG ,2015-04-21,2015-04-21,2015-04-21 12:01:12,2015-04-21 12:01:12,,U74999DL2011PTC222247,2011-07-13,MCX/TM/CORP/2030,        ,AAECK4219L,"76-77, SCINDIA HOUSE,","JANPATH,",,DELHI,9,85,110001,011-46890000,011-23723571,"76-77, SCINDIA HOUSE,","JANPATH,",,DELHI,9,85,110001,011-46890000,011-23723571,MR. SANJAY BANSAL,DIRECTOR,dummy_mail@dummy.com,011-46890000,011-23723571,0,MR SANJAY BANSAL,DIRECTOR,dummy_mail@dummy.com,011-46890000,011-23723571,0,,,,,,,,,,,,1,,,,,,,,,,
P9270,P9270   ,0,1,SMART COMMODITY BROKERS PVT. LTD.,SMART COMMODITY BROKERS PVT. LTD.,,1,,0,,,,SHEELAG ,SHEELAG ,2015-04-21,2015-04-21,2015-04-21 12:22:22,2015-04-21 12:22:22,,U74999DL2003PTC122427,2006-07-20,MCX/TCM/CORP/1147,        ,AACCB4972H,"F -88, WEST DISTRICT CENTRE,","SHIVAJI ENCLAVE, OPP. TDI PARAGON MA","RAJOURI GARDEN,",NEW DELHI,9,85,110027,011-45004425,011-28161624,"F -88, WEST DISTRICT CENTRE,","SHIVAJI ENCLAVE, OPP. TDI PARAGON MA","RAJOURI GARDEN,",NEW DELHI,9,85,110027,011-45004425,011-28161624,MR. RAJESH CHAWLA,CEO,dummy_mail@dummy.com,011-45004440,011-28161624,0,MR. SANJAY PERIWAL,CEO,dummy_mail@dummy.com,011-45004425,011-28161624,0,,,,,,,,,,,,1,,,,,,,,,,
P9281,P9281   ,0,1,MLB COMMODITIES PVT. LTD.,MLB COMMODITIES PVT. LTD.,,1,,0,,,,SHEELAG ,SHEELAG ,2015-04-21,2015-04-21,2015-04-21 12:42:38,2015-04-21 12:42:38,,55-87042,2003-12-11,MCX/TCM/CORP/0434,        ,AADCM5965C,"315, PRATAP CHAMBERS,","GURUDWARA ROAD,","KARUL BAGH,",NEW DELHI,9,85,110005,011-45260600,011-45060666,"315, PRATAP CHAMBERS,","GURUDWARA ROAD,","KARUL BAGH,",NEW DELHI,9,85,110005,011-45260600,011-45060666,MR. ABHINAV BANSAL,DIRECTOR,dummy_mail@dummy.com,011-45060665,011-45060666,0,MR. ABHINAV BANSAL,DIRECTOR,dummy_mail@dummy.com,011-45060665,011-45060666,0,,,,,,,,,,,,1,,,,,,,,,,
P9292,P9292   ,0,1,ALICE BLUE COMMODITIES PRIVATE LIMITED,ALICE BLUE COMMODITIES PRIVATE LIMITED,,1,,0,,,,SHEELAG ,SHEELAG ,2015-04-23,2015-04-23,2015-04-23 10:51:22,2015-04-23 10:51:22,,U51909TZ2006PTC013271,2006-12-08,MCX/TCM/CORP/1442,        ,AAGCA0378L,"85/2, 3RD FLOOR,","ROYAL BUILDING,","SATHY ROAD,",ERODE,29,85,638003,0424-4021124,,"FLATE NO 224/5,","SRINIVASANAGAR LAYOUT,","VELACHERY,",CHENNAI,29,85,600042,044-45032101,044-22592726,MR. VIJAYAKUMAR V,COMPLIANCE OFFIC,dummy_mail@dummy.com,044-45092302,044-22592726,0,MR. M SIDHAVELAYUTHAM,DIRECTOR,dummy_mail@dummy.com,0424-4021124,0424-4021124,0,,,,,,,,,,,,1,,,,,,,,,,
P9305,P9305   ,0,1,DALMIA COMMODITIES PRIVATE LIMITED,DALMIA COMMODITIES PRIVATE LIMITED,,1,,0,,,,SHEELAG ,SHEELAG ,2015-04-23,2015-04-23,2015-04-23 10:57:05,2015-04-23 10:57:05,,U51900WB1999PTC100858,1999-11-12,MCX/TCM/CORP/1621,        ,AABCT3009J,"IDEAL PLAZA, SUITE S 401,","4TH FLOOR,"," 11/1, SARAT BOSE ROAD,",KOLKATA,32,85,700020,033-66120500,033-22806642,"IDEAL PLAZA, SUITE S 401,","4TH FLOOR,"," 11/1, SARAT BOSE ROAD,",KOLKATA,32,85,700020,033-66120500,033-22806642,MS. PIYALI DEB,COMPLIANCE OFFIC,dummy_mail@dummy.com,033-66120500,033-22806642,0,MR. ASHISH PODDAR,ADMIN,dummy_mail@dummy.com,033-66120500,033-22806642,0,,,,,,,,,,,,1,,,,,,,,,,
